product_id,product_name,main_category,rating_num,rating_count_num,review_length_chars,vader_negative_score,vader_neutral_score,vader_positive_score,vader_compound_score,vader_sentiment_label,baseline_sentiment_score,baseline_sentiment_label,dominant_topic,label_agreement
B07FL3WRX5,"Wonderchef Nutri-blend Complete Kitchen Machine | 22000 RPM Mixer Grinder, Blender, Chopper, Juicer | 400W Powerful motor | SS Blades | 4 Unbreakable Jars | 2 Years Warranty | Online Recipe Book By Chef Sanjeev Kapoor | Black",Home&Kitchen,3.7,11217.0,1710,0.059,0.704,0.237,0.9969,positive,1.176070475121329,positive,Compatibility & Usability,True
B0BPCJM7TB,"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",Home&Kitchen,4.0,43.0,541,0.0,0.629,0.371,0.9926,positive,1.3587324409735149,positive,Compatibility & Usability,True
B08H673XKN,"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",Home&Kitchen,4.2,4664.0,1262,0.074,0.693,0.233,0.9921,positive,0.8751899489873673,positive,Delivery & Packaging,True
B07DXRGWDJ,"Philips Handheld Garment Steamer GC360/30 - Vertical & Horizontal Steaming, 1200 Watt, up to 22g/min",Home&Kitchen,3.8,2112.0,1544,0.043,0.856,0.1,0.9393,positive,0.2631806779839076,positive,Compatibility & Usability,True
B08243SKCK,"Vedini Transparent Empty Refillable Reusable Fine Mist Spray Bottle for Perfume, Travel with DIY Sticker Set ( 100ml, Pack of 4)",Home&Kitchen,4.2,2737.0,522,0.014,0.845,0.141,0.8872,positive,1.7437145811572892,positive,Product Quality & Durability,True
B09SPTNG58,"Crompton Sea Sapphira 1200 mm Ultra High Speed 3 Blade Ceiling Fan (Lustre Brown, Pack of 1)",Home&Kitchen,3.9,9019.0,427,0.069,0.787,0.144,0.6249,positive,0.125,positive,Charging & Power,True
B083J64CBB,"Kuber Industries Waterproof Canvas Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 46, Pack of 1 (Brown)",Home&Kitchen,4.0,10234.0,556,0.028,0.898,0.074,0.5243,positive,0.4472135954999579,positive,Product Quality & Durability,True
B08JV91JTK,JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,Home&Kitchen,4.1,550.0,848,0.0,0.804,0.196,0.9866,positive,0.5432144762551112,positive,Price & Value,True
B0BQ3K23Y1,"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Coffee Foam Maker, coffee whisker electric, Froth Maker, coffee stirrers electric, coffee frothers, Coffee Blender, (6 Month Warranty) (Multicolour)",Home&Kitchen,4.8,28.0,2249,0.005,0.665,0.33,0.9995,positive,1.2375966910186262,positive,Compatibility & Usability,True
B09MT94QLL,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Home&Kitchen,4.2,1353.0,315,0.041,0.818,0.142,0.4246,positive,-0.1524985703326046,negative,Delivery & Packaging,False
B07NKNBTT3,"Pick Ur Needs® Lint Remover for Clothes High Range Rechargeable Lint Shaver for All Types of Clothes, Fabrics, Blanket with 1 Extra Blade Multicolor (Rechargeable)",Home&Kitchen,4.1,2138.0,1022,0.023,0.66,0.317,0.9967,positive,1.241408832903552,positive,Compatibility & Usability,True
B09KPXTZXN,"Rico Japanese Technology Rechargeable Wireless Electric Chopper with Replacement Warranty - Stainless Steel Blades, One Touch Operation, 10 Seconds Chopping, Mincing Vegetable, Meat - 250 ML, 30 Watts",Home&Kitchen,4.0,1679.0,389,0.0,0.663,0.337,0.9776,positive,1.9051586888313607,positive,Product Quality & Durability,True
B078HG2ZPS,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",Home&Kitchen,3.9,12837.0,245,0.0,0.684,0.316,0.8966,positive,1.135549947915338,positive,Price & Value,True
B07N2MGB3G,"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",Home&Kitchen,4.1,8873.0,1224,0.042,0.66,0.298,0.9966,positive,1.2129568697262454,positive,Price & Value,True
B008LN8KDM,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,Home&Kitchen,4.3,7681.0,647,0.071,0.691,0.238,0.9745,positive,1.0369516947304254,positive,Product Quality & Durability,True
B08MZNT7GP,Havells OFR 13 Wave Fin with PTC Fan Heater 2900 Watts (Black),Home&Kitchen,4.1,322.0,1720,0.044,0.85,0.105,0.9579,positive,0.2027212135198458,positive,Price & Value,True
B009P2L7CO,"Bajaj DHX-9 1000W Heavy Weight Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Ivory",Home&Kitchen,4.2,9772.0,184,0.0,0.734,0.266,0.765,positive,1.2247448713915892,positive,Product Quality & Durability,True
B07YC8JHMB,"Aquasure From Aquaguard Amaze RO+UV+MTDS,7L storage water purifier,suitable for borewell,tanker,municipal water (Grey) from Eureka Forbes",Home&Kitchen,3.9,18497.0,2392,0.087,0.792,0.121,0.926,positive,-0.1072112534837794,neutral,Product Quality & Durability,False
B0BNQMF152,"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",Home&Kitchen,3.7,53.0,554,0.015,0.762,0.222,0.9698,positive,0.7504787743864564,positive,Compatibility & Usability,True
B08J7VCT12,"KENT 16068 Zoom Vacuum Cleaner for Home and Car 130 W | Cordless, Hoseless, Rechargeable HEPA Filters Vacuum Cleaner with Cyclonic Technology | Bagless Design and Multi Nozzle Operation | Blue",Home&Kitchen,4.1,1728.0,693,0.043,0.844,0.113,0.802,positive,0.3980148760839956,positive,Charging & Power,True
B0989W6J2F,ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,Home&Kitchen,4.0,2877.0,672,0.016,0.663,0.321,0.9908,positive,1.182395133797152,positive,Price & Value,True
B0B84KSH3X,Wipro Vesta 1200 Watt GD203 Heavyweight Automatic Dry Iron| Quick Heat Up| Anti bacterial German Weilburger Double Coated Black Soleplate |2 Years Warranty,Home&Kitchen,3.8,250.0,334,0.0,0.757,0.243,0.9331,positive,0.5962847939999439,positive,Product Quality & Durability,True
B08HLC7Z3G,"Inalsa Electric Kettle Prism Inox - 1350 W with LED Illumination & Boro-Silicate Body, 1.8 L Capacity along with Cordless Base, 2 Year Warranty (Black)",Home&Kitchen,4.2,5178.0,1385,0.039,0.859,0.102,0.9489,positive,0.4375949744936837,positive,Compatibility & Usability,True
B0BN6M3TCM,"VRPRIME Lint Roller Lint Remover for Clothes, Pet | 360 Sheets Reusable Sticky Easy-Tear Sheet Brush for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt (4 Rolls - 90 Sheet Each Roll)",Home&Kitchen,4.6,79.0,1248,0.0,0.781,0.219,0.9949,positive,1.4824986333222023,positive,Price & Value,True
B01L6MT7E0,"Philips AC1215/20 Air purifier, removes 99.97% airborne pollutants, 4-stage filtration with True HEPA filter (white)",Home&Kitchen,4.1,4157.0,7209,0.042,0.867,0.091,0.9947,positive,0.65625,positive,Product Quality & Durability,True
B0B9F9PT8R,"Eopora PTC Ceramic Fast Heating Room Heater for Bedroom, 1500/1000 Watts Room Heater for Home, Electric Heater, Electric Fan Heater for Home Office Bedroom (White)",Home&Kitchen,3.3,29.0,2692,0.041,0.778,0.18,0.9977,positive,0.4610839676207039,positive,Product Quality & Durability,True
B0883LQJ6B,"Usha Goliath GO1200WG Heavy Weight 1200-Watt Dry Iron, 1.8 Kg(Red)",Home&Kitchen,4.2,4580.0,731,0.069,0.748,0.183,0.9206,positive,0.6767155423319645,positive,Product Quality & Durability,True
B099Z83VRC,"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",Home&Kitchen,4.3,1404.0,1314,0.049,0.787,0.164,0.9743,positive,1.0,positive,Compatibility & Usability,True
B00S9BSJC8,Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),Home&Kitchen,4.3,2810.0,5507,0.042,0.766,0.191,0.9995,positive,0.7333518105580571,positive,Compatibility & Usability,True
B0B4SJKRDF,Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,Home&Kitchen,4.3,7.0,716,0.02,0.688,0.292,0.9907,positive,1.313198307917874,positive,Product Quality & Durability,True
B0BM4KTNL1,"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",Home&Kitchen,4.7,1729.0,570,0.043,0.787,0.169,0.9048,positive,0.9938837346736188,positive,Price & Value,True
B08S6RKT4L,"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",Home&Kitchen,4.4,2116.0,1127,0.043,0.805,0.152,0.9684,positive,0.7299963950884315,positive,Compatibility & Usability,True
B09SZ5TWHW,"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",Home&Kitchen,3.9,463.0,1051,0.128,0.758,0.115,-0.3662,negative,0.329914439536929,positive,Delivery & Packaging,False
B0BLC2BYPX,"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",Home&Kitchen,4.7,54.0,1173,0.007,0.764,0.23,0.9952,positive,1.412258877869616,positive,Compatibility & Usability,True
B00P0R95EA,Usha IH2415 1500-Watt Immersion Heater (Silver),Home&Kitchen,4.1,7229.0,191,0.0,0.657,0.343,0.8885,positive,2.456769074559977,positive,Product Quality & Durability,True
B07W4HTS8Q,ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),Home&Kitchen,3.8,3842.0,424,0.093,0.556,0.351,0.974,positive,0.5039526306789696,positive,Price & Value,True
B078JBK4GX,"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",Home&Kitchen,4.4,646.0,899,0.0,0.711,0.289,0.9934,positive,0.8250286473253902,positive,Price & Value,True
B08S7V8YTN,"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",Home&Kitchen,4.3,1802.0,663,0.0,0.675,0.325,0.9933,positive,0.7,positive,Compatibility & Usability,True
B07H5PBN54,"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.",Home&Kitchen,3.4,252.0,980,0.023,0.692,0.285,0.9959,positive,0.6689936080056726,positive,Compatibility & Usability,True
B07YCBSCYB,AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen,4.2,780.0,510,0.063,0.655,0.282,0.9467,positive,1.0914103126634984,positive,Price & Value,True
B098T9CJVQ,"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",Home&Kitchen,3.7,74.0,559,0.028,0.648,0.325,0.9904,positive,1.6876318513890358,positive,Product Quality & Durability,True
B01KCSGBU2,"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Airborne Viruses & Bacteria,99.97% Airborne Pollutants,Ideal For Master Bedroom",Home&Kitchen,4.3,2026.0,1191,0.057,0.812,0.131,0.9536,positive,0.3142696805273544,positive,Compatibility & Usability,True
B095XCRDQW,"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",Home&Kitchen,4.3,5911.0,1381,0.138,0.779,0.083,-0.9399,negative,0.9124211282466754,positive,Product Quality & Durability,False
B09CTWFV5W,"PHILIPS Air Fryer HD9200/90, uses up to 90% less fat, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",Home&Kitchen,4.4,1964.0,732,0.038,0.781,0.18,0.9709,positive,0.769800358919501,positive,Price & Value,True
B0B7NWGXS6,Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,Home&Kitchen,4.1,25.0,141,0.167,0.745,0.089,-0.296,negative,0.0,neutral,Product Quality & Durability,False
B07DZ986Q2,"Philips EasyTouch Plus Standing Garment Steamer GC523/60 - 1600 Watt, 5 Steam Settings, Up to 32 g/min steam, with Double Pole",Home&Kitchen,4.0,3160.0,3169,0.095,0.81,0.094,0.0582,positive,0.282842712474619,positive,Product Quality & Durability,True
B07KKJPTWB,"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",Home&Kitchen,4.4,1558.0,878,0.071,0.744,0.185,0.9675,positive,1.2780193008453875,positive,Product Quality & Durability,True
B071R3LHFM,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen,3.8,8958.0,1089,0.086,0.84,0.074,-0.0735,negative,0.0,neutral,Compatibility & Usability,False
B086X18Q71,Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewing KIT Worth RS 500,Home&Kitchen,4.3,13251.0,966,0.08,0.781,0.14,0.9348,positive,0.8333333333333334,positive,Product Quality & Durability,True
B07WVQG8WZ,Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),Home&Kitchen,3.8,1393.0,2722,0.059,0.767,0.175,0.9966,positive,0.7135060680126758,positive,Product Quality & Durability,True
B0BFBNXS94,"Personal Size Blender, Portable Blender, Battery Powered USB Blender, with Four Blades, Mini Blender Travel Bottle for Juice, Shakes, and Smoothies (Pink)",Home&Kitchen,2.3,13.0,268,0.113,0.778,0.109,-0.0258,neutral,-0.3535533905932737,negative,Product Quality & Durability,False
B071113J7M,Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,Home&Kitchen,4.5,7241.0,1115,0.028,0.76,0.212,0.9908,positive,0.5482823149915702,positive,Charging & Power,True
B09YLWT89W,"Sure From Aquaguard Delight NXT RO+UV+UF+Taste Adjuster(MTDS),6L water purifier,8 stages purification,Suitable for borewell,tanker,municipal water(Black) from Eureka Forbes",Home&Kitchen,4.0,16020.0,9109,0.079,0.827,0.094,0.9792,positive,-0.200904052275602,negative,Delivery & Packaging,False
B0814LP6S9,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",Home&Kitchen,3.7,1470.0,470,0.0,0.863,0.137,0.8951,positive,0.7171371656006361,positive,Price & Value,True
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),Health&PersonalCare,4.0,3663.0,1843,0.03,0.872,0.099,0.965,positive,0.0620173672946042,neutral,Price & Value,False
B09VGS66FV,"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",Home&Kitchen,4.4,638.0,1083,0.038,0.737,0.225,0.9913,positive,0.8111071056538127,positive,Price & Value,True
B07RCGTZ4M,"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag",Home&Kitchen,4.1,3552.0,2407,0.055,0.759,0.186,0.9966,positive,0.6527139518645054,positive,Charging & Power,True
B0747VDH9L,"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",Home&Kitchen,4.4,11148.0,1455,0.007,0.88,0.113,0.9757,positive,0.9899494936611664,positive,Compatibility & Usability,True
B08XLR6DSB,"akiara - Makes life easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | White Hand Machine with Adapter",Home&Kitchen,3.1,2449.0,725,0.023,0.727,0.251,0.9863,positive,1.1600837868547962,positive,Compatibility & Usability,True
B08H6CZSHT,"Philips EasySpeed Plus Steam Iron GC2145/20-2200W, Quick Heat Up with up to 30 g/min steam, 110 g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam & Drip-Stop",Home&Kitchen,4.3,2299.0,429,0.026,0.716,0.258,0.9594,positive,1.3643820804812932,positive,Compatibility & Usability,True
B07CVR2L5K,"INALSA Electric Chopper Bullet- 400 Watts with 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 ml Capacity| One Touch Operation, 1.30mtr Long Power Cord (Black/Silver)",Home&Kitchen,4.4,6027.0,992,0.048,0.717,0.235,0.9854,positive,1.3333333333333333,positive,Price & Value,True
B09J4YQYX3,"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",Home&Kitchen,4.4,461.0,1350,0.046,0.762,0.192,0.9927,positive,0.6428571428571429,positive,Compatibility & Usability,True
B0B2DD8BQ8,Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,Home&Kitchen,4.1,282.0,1225,0.097,0.725,0.178,0.9797,positive,0.7669649888473704,positive,Charging & Power,True
B0123P3PWE,Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,Home&Kitchen,4.1,9275.0,784,0.064,0.811,0.125,0.4885,positive,0.0966736489045663,neutral,Price & Value,False
B08HDCWDXD,"Eureka Forbes Active Clean 700 Watts Powerful Suction & Blower Vacuum Cleaner with Washable HEPA Filter & 6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red & Black)",Home&Kitchen,4.0,743.0,578,0.1,0.726,0.174,0.8767,positive,-0.1125087900926024,neutral,Charging & Power,False
B0836JGZ74,"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (White)",Home&Kitchen,3.6,328.0,455,0.073,0.868,0.059,-0.0462,neutral,0.5298129428260175,positive,Product Quality & Durability,False
B0BCKJJN8R,Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and High Grade Stainless Steel Tank,Home&Kitchen,3.9,942.0,2128,0.055,0.871,0.073,0.8309,positive,0.6527299120066193,positive,Charging & Power,True
B008P7IF02,Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),Home&Kitchen,3.9,3815.0,7766,0.059,0.811,0.13,0.9989,positive,0.6504436355879909,positive,Product Quality & Durability,True
B08CNLYKW5,"Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder with 3 Speed Control and 1100 Watt Dry Non-Stick soleplate Iron Super Combo (White and Grey, 1 Year Warranty)",Home&Kitchen,3.8,7988.0,355,0.032,0.816,0.153,0.7509,positive,0.8401680504168059,positive,Product Quality & Durability,True
B08C7TYHPB,"iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",Home&Kitchen,4.1,925.0,407,0.0,0.709,0.291,0.9762,positive,1.375,positive,Price & Value,True
B08VJFYH6N,"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN",Home&Kitchen,4.1,4370.0,1565,0.048,0.723,0.23,0.9957,positive,0.9890707100936804,positive,Charging & Power,True
B08235JZFB,"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",Home&Kitchen,4.1,7619.0,519,0.101,0.74,0.159,0.802,positive,0.5812381937190965,positive,Compatibility & Usability,True
B078XFKBZL,Prestige Clean Home Water Purifier Cartridge,Home&Kitchen,3.8,2593.0,1028,0.065,0.85,0.085,0.5778,positive,0.1655211777204736,positive,Product Quality & Durability,True
B01M265AAK,Morphy Richards Aristo 2000 Watts PTC Room Heater (White),Home&Kitchen,4.3,356.0,2154,0.054,0.789,0.157,0.9935,positive,0.3435590005883209,positive,Product Quality & Durability,True
B0B694PXQJ,"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Year Warranty & Batteries Included)",Home&Kitchen,4.5,63.0,620,0.0,0.754,0.246,0.9712,positive,1.165997668006996,positive,Compatibility & Usability,True
B00B3VFJY2,"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",Home&Kitchen,4.2,4740.0,151,0.0,0.8,0.2,0.5423,positive,0.6708203932499369,positive,Charging & Power,True
B08W9BK4MD,"Tom & Jerry Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, Green",Home&Kitchen,3.9,296.0,711,0.022,0.733,0.245,0.9797,positive,1.4925557853149838,positive,Price & Value,True
B09X5HD5T1,"Ikea Little Loved Corner PRODUKT Milk-frother, Coffee/Tea Frother, Handheld Milk Wand Mixer Frother, Black",Home&Kitchen,3.5,185.0,1017,0.013,0.736,0.25,0.9935,positive,0.4965635331614207,positive,Price & Value,True
B08H6B3G96,"Philips EasySpeed Plus Steam Iron GC2147/30-2400W, Quick Heat up with up to 30 g/min steam, 150g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam, Drip-Stop",Home&Kitchen,4.3,1954.0,1065,0.022,0.844,0.134,0.963,positive,0.4016096644512494,positive,Compatibility & Usability,True
B09N3BFP4M,"Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) with Multiple Safety System, White",Home&Kitchen,3.9,959.0,552,0.086,0.803,0.111,0.2797,positive,0.1104315260748465,neutral,Compatibility & Usability,False
B09DSQXCM8,"House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10cm Sheet, Set of 3 Rolls, 180 Sheets, 60 Sheets Each roll Lint Roller Remover, Multicolour)",Home&Kitchen,3.9,1015.0,1087,0.04,0.819,0.141,0.9681,positive,0.4670993664969137,positive,Compatibility & Usability,True
B01M69WCZ6,"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, Plants, Bedroom (2.4 L) (1 Year Warranty)",Home&Kitchen,4.0,3973.0,1089,0.071,0.757,0.171,0.974,positive,0.4948716593053935,positive,Product Quality & Durability,True
B0BM9H2NY9,Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off with Egg Boiler Machine Non-Stick Electric Egg Frying Pan-Tiger Woods (Multy),Home&Kitchen,4.7,2300.0,291,0.0,0.659,0.341,0.9594,positive,1.9598237397554636,positive,Price & Value,True
B099FDW2ZF,"Maharaja Whiteline Nano Carbon Neo, 500 Watts Room Heater (Black, White), Standard (5200100986)",Home&Kitchen,4.1,203.0,1236,0.072,0.767,0.161,0.976,positive,0.0762492851663023,neutral,Charging & Power,False
B0B935YNR7,"KENT Electric Chopper-B for Kitchen 250 Watt | Chop, Mince, Puree, Whisk, 400 ml Capacity | Stainless Steel Double Chopping Blades | Transparent Chopping Bowl | Anti-Skid | One Touch Operation | Black",Home&Kitchen,3.8,441.0,314,0.134,0.694,0.171,0.5059,positive,0.8846517369293828,positive,Compatibility & Usability,True
B07JGCGNDG,Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation (White),Home&Kitchen,4.1,10308.0,397,0.026,0.79,0.184,0.8253,positive,0.4160251471689218,positive,Price & Value,True
B08L12N5H1,"Eureka Forbes car Vac 100 Watts Powerful Suction Vacuum Cleaner with Washable HEPA Filter, 3 Accessories,Compact,Light Weight & Easy to use (Black and Red)",Home&Kitchen,,992.0,2296,0.068,0.799,0.133,0.9832,positive,0.7983694431185242,positive,Price & Value,True
B07GWTWFS2,"KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard",Home&Kitchen,4.1,4716.0,1441,0.055,0.77,0.176,0.9886,positive,0.3509312031717982,positive,Product Quality & Durability,True
B09KRHXTLN,"Candes Gloster All in One Silent Blower Fan Room Heater Ideal for Small and Medium Area, 2000 Watts (White)",Home&Kitchen,3.9,313.0,308,0.213,0.647,0.14,-0.6561,negative,0.1474419561548971,positive,Delivery & Packaging,False
B09H34V36W,"Inalsa Electric Fan Heater Hotty - 2000 Watts Variable Temperature Control Cool/Warm/Hot Air Selector | Over Heat Protection | ISI Certification, White",Home&Kitchen,3.8,166.0,1034,0.053,0.701,0.246,0.9925,positive,1.0475698532329945,positive,Product Quality & Durability,True
B09J2QCKKM,Havells Zella Flap Auto Immersion Rod 1500 Watts,Home&Kitchen,4.1,303.0,1044,0.072,0.744,0.183,0.9788,positive,0.0783260449987957,neutral,Charging & Power,False
B09XRBJ94N,"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",Home&Kitchen,4.3,562.0,1681,0.03,0.842,0.129,0.9681,positive,0.9602765994967198,positive,Compatibility & Usability,True
B07SLNG3LW,"Inalsa Vacuum Cleaner Wet and Dry Micro WD10 with 3in1 Multifunction Wet/Dry/Blowing| 14KPA Suction and Impact Resistant Polymer Tank,(Yellow/Black)",Home&Kitchen,3.9,8095.0,590,0.021,0.671,0.308,0.9832,positive,1.4924050144892729,positive,Charging & Power,True
B0BNDGL26T,"MR. BRAND Portable USB Juicer Electric USB Juice Maker Mixer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (Multi color) (MULTI MIXER 6 BLED)",Home&Kitchen,2.8,109.0,1338,0.084,0.788,0.128,0.9117,positive,-0.0721687836487032,neutral,Charging & Power,False
B095PWLLY6,Crompton Hill Briz Deco 1200mm (48 inch) High Speed Designer Ceiling Fan (Smoked Brown),Home&Kitchen,4.0,15382.0,404,0.017,0.805,0.178,0.7498,positive,0.0,neutral,Price & Value,False
B07Y9PY6Y1,"Sujata Powermatic Plus, Juicer Mixer Grinder with Chutney Jar, 900 Watts, 3 Jars (White)",Home&Kitchen,4.5,5137.0,1228,0.077,0.724,0.199,0.989,positive,1.1118739749916515,positive,Product Quality & Durability,True
B0BJ966M5K,Aquadpure Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India),Home&Kitchen,4.6,124.0,673,0.0,0.806,0.194,0.9501,positive,1.1468292773139113,positive,Price & Value,True
B086GVRP63,Amazon Basics 650 Watt Drip Coffee Maker with Borosilicate Carafe,Home&Kitchen,4.1,618.0,2247,0.045,0.78,0.175,0.9957,positive,0.60279628678631,positive,Delivery & Packaging,True
